Team_Name,Opp_Name,Date,Game_Round,Team_Outcome,Team_Goals,Team_Points,Team_Score,Opp_Goals,Opp_Points,Opp_Score,Venue,Division
MAYO,KERRY,04/02/2007,"NFL, DIV 1 LEAGUE SA",WIN,1,11,14,0,11,11,,1
WESTMEATH,LAOIS,04/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,1,11,14,1,9,12,,1
CARLOW,CLARE,04/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,9,12,0,17,17,,2
OFFALY,LEITRIM,04/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,11,11,0,12,12,,2
LONDON,LONGFORD,04/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,8,8,5,19,34,,2
MONAGHAN,ROSCOMMON,04/02/2007,"NFL, DIV 2 LEAGUE SA",WIN,2,11,17,1,10,13,,2
SLIGO,TIPPERARY,04/02/2007,"NFL, DIV 2 LEAGUE SB",TIE,0,15,15,1,12,15,,2
WICKLOW,ANTRIM,04/02/2007,"NFL, DIV 2 LEAGUE SB",WIN,4,9,21,1,10,13,,2
WATERFORD,WEXFORD,04/02/2007,"NFL, DIV 2 LEAGUE SB",WIN,2,13,19,1,12,15,,2
KERRY,CORK,10/02/2007,"NFL, DIV 1 LEAGUE SA",WIN,0,11,11,2,2,8,,1
LIMERICK,DUBLIN,10/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,1,10,13,0,14,14,,1
LAOIS,GALWAY,10/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,8,8,0,7,7,,1
FERMANAGH,TYRONE,10/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,8,8,0,14,14,,1
MEATH,ANTRIM,10/02/2007,"NFL, DIV 2 LEAGUE SB",WIN,2,11,17,1,11,14,,2
WICKLOW,CAVAN,10/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,10,10,0,17,17,,2
MONAGHAN,LONGFORD,10/02/2007,"NFL, DIV 2 LEAGUE SA",WIN,1,14,17,3,6,15,,2
ARMAGH,LOUTH,11/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,1,9,12,0,11,11,,1
MAYO,DONEGAL,11/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,1,10,13,1,13,16,,1
KILDARE,DOWN,11/02/2007,"NFL, DIV 1 LEAGUE SB",TIE,1,11,14,0,14,14,,1
WESTMEATH,DERRY,11/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,3,10,19,1,9,12,,1
LEITRIM,CLARE,11/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,9,12,1,14,17,,2
LONDON,ROSCOMMON,11/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,10,10,1,16,19,,2
CARLOW,OFFALY,11/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,8,11,3,12,21,,2
WATERFORD,SLIGO,11/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,8,11,0,14,14,,2
TIPPERARY,WEXFORD,11/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,7,7,0,16,16,,2
FERMANAGH,LIMERICK,18/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,1,8,11,2,10,16,,1
TYRONE,CORK,24/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,7,7,0,15,15,,1
DONEGAL,DUBLIN,25/02/2007,"NFL, DIV 1 LEAGUE SA",WIN,0,9,9,0,5,5,,1
FERMANAGH,KERRY,25/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,8,8,1,12,15,,1
GALWAY,ARMAGH,25/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,10,10,0,8,8,,1
KILDARE,DERRY,25/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,10,10,0,7,7,,1
LAOIS,LOUTH,25/02/2007,"NFL, DIV 1 LEAGUE SB",TIE,1,13,16,2,10,16,,1
LIMERICK,MAYO,25/02/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,7,7,1,10,13,,1
WESTMEATH,DOWN,25/02/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,9,9,0,7,7,,1
OFFALY,LONGFORD,25/02/2007,"NFL, DIV 2 LEAGUE SA",TIE,1,14,17,3,8,17,,2
CARLOW,MONAGHAN,25/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,9,9,1,17,20,,2
CLARE,ROSCOMMON,25/02/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,7,10,2,10,16,,2
SLIGO,MEATH,25/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,10,13,3,12,21,,2
TIPPERARY,CAVAN,25/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,12,12,1,14,17,,2
WATERFORD,ANTRIM,25/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,8,8,1,13,16,,2
WICKLOW,WEXFORD,25/02/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,6,6,1,6,9,,2
CORK,DUBLIN,10/03/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,7,7,1,13,16,,1
DONEGAL,TYRONE,10/03/2007,"NFL, DIV 1 LEAGUE SA",WIN,2,11,17,1,8,11,,1
SLIGO,CAVAN,10/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,10,10,1,9,12,,2
MEATH,TIPPERARY,10/03/2007,"NFL, DIV 2 LEAGUE SB",WIN,1,14,17,2,8,14,,2
DERRY,ARMAGH,11/03/2007,"NFL, DIV 1 LEAGUE SB",WIN,1,13,16,1,8,11,,1
LAOIS,DOWN,11/03/2007,"NFL, DIV 1 LEAGUE SB",WIN,1,13,16,0,9,9,,1
FERMANAGH,MAYO,11/03/2007,"NFL, DIV 1 LEAGUE SA",LOSS,1,7,10,0,12,12,,1
KILDARE,GALWAY,11/03/2007,"NFL, DIV 1 LEAGUE SB",LOSS,1,6,9,1,8,11,,1
LIMERICK,KERRY,11/03/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,10,10,1,10,13,,1
WESTMEATH,LOUTH,11/03/2007,"NFL, DIV 1 LEAGUE SB",LOSS,0,7,7,1,12,15,,1
ANTRIM,WEXFORD,11/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,10,13,2,14,20,,2
CLARE,MONAGHAN,11/03/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,6,6,0,19,19,,2
CARLOW,ROSCOMMON,11/03/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,10,13,2,9,15,,2
LEITRIM,LONGFORD,11/03/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,10,10,1,14,17,,2
LONDON,OFFALY,11/03/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,9,12,2,17,23,,2
WICKLOW,WATERFORD,11/03/2007,"NFL, DIV 2 LEAGUE SB",WIN,2,8,14,0,8,8,,2
FERMANAGH,DUBLIN,24/03/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,7,7,3,15,24,,1
MAYO,CORK,24/03/2007,"NFL, DIV 1 LEAGUE SA",WIN,1,12,15,2,8,14,,1
ANTRIM,CAVAN,24/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,15,15,3,10,19,,2
DOWN,ARMAGH,25/03/2007,"NFL, DIV 1 LEAGUE SB",LOSS,0,10,10,1,9,12,,1
DONEGAL,KERRY,25/03/2007,"NFL, DIV 1 LEAGUE SA",WIN,1,15,18,0,13,13,,1
LAOIS,DERRY,25/03/2007,"NFL, DIV 1 LEAGUE SB",TIE,1,11,14,1,11,14,,1
KILDARE,LOUTH,25/03/2007,"NFL, DIV 1 LEAGUE SB",WIN,0,14,14,2,7,13,,1
LIMERICK,TYRONE,25/03/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,9,9,1,8,11,,1
WESTMEATH,GALWAY,25/03/2007,"NFL, DIV 1 LEAGUE SB",LOSS,0,10,10,1,13,16,,1
CARLOW,LEITRIM,25/03/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,7,10,3,15,24,,2
LONDON,MONAGHAN,25/03/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,5,8,0,16,16,,2
OFFALY,CLARE,25/03/2007,"NFL, DIV 2 LEAGUE SA",WIN,0,15,15,1,9,12,,2
ROSCOMMON,LONGFORD,25/03/2007,"NFL, DIV 2 LEAGUE SA",WIN,0,15,15,0,12,12,,2
WATERFORD,TIPPERARY,25/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,12,12,3,10,19,,2
WICKLOW,MEATH,25/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,12,12,1,12,15,,2
SLIGO,WEXFORD,25/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,10,13,2,10,16,,2
TYRONE,KERRY,31/03/2007,"NFL, DIV 1 LEAGUE SA",TIE,0,9,9,0,9,9,,1
LAOIS,ARMAGH,31/03/2007,"NFL, DIV 1 LEAGUE SB",WIN,1,13,16,0,8,8,,1
WATERFORD,MEATH,31/03/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,6,9,4,12,24,,2
DOWN,DERRY,01/04/2007,"NFL, DIV 1 LEAGUE SB",LOSS,0,9,9,0,12,12,,1
FERMANAGH,CORK,01/04/2007,"NFL, DIV 1 LEAGUE SA",LOSS,0,6,6,1,15,18,,1
LIMERICK,DONEGAL,01/04/2007,"NFL, DIV 1 LEAGUE SA",TIE,2,12,18,4,6,18,,1
GALWAY,LOUTH,01/04/2007,"NFL, DIV 1 LEAGUE SB",WIN,1,12,15,0,11,11,,1
MAYO,DUBLIN,01/04/2007,"NFL, DIV 1 LEAGUE SA",WIN,0,10,10,0,9,9,,1
WESTMEATH,KILDARE,01/04/2007,"NFL, DIV 1 LEAGUE SB",LOSS,0,8,8,0,9,9,,1
LONDON,CLARE,01/04/2007,"NFL, DIV 2 LEAGUE SA",LOSS,2,5,11,3,15,24,,2
CARLOW,LONGFORD,01/04/2007,"NFL, DIV 2 LEAGUE SA",WIN,1,15,18,1,11,14,,2
CAVAN,WEXFORD,01/04/2007,"NFL, DIV 2 LEAGUE SB",TIE,0,11,11,0,11,11,,2
OFFALY,MONAGHAN,01/04/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,12,12,0,13,13,,2
LEITRIM,ROSCOMMON,01/04/2007,"NFL, DIV 2 LEAGUE SA",WIN,2,8,14,0,11,11,,2
SLIGO,ANTRIM,01/04/2007,"NFL, DIV 2 LEAGUE SB",WIN,2,13,19,0,14,14,,2
WICKLOW,TIPPERARY,01/04/2007,"NFL, DIV 2 LEAGUE SB",WIN,0,13,13,0,11,11,,2
WESTMEATH,ARMAGH,08/04/2007,"NFL, DIV 1 LEAGUE SB",LOSS,0,12,12,2,10,16,,1
LIMERICK,CORK,08/04/2007,"NFL, DIV 1 LEAGUE SA",LOSS,1,9,12,0,17,17,,1
FERMANAGH,DONEGAL,08/04/2007,"NFL, DIV 1 LEAGUE SA",LOSS,2,9,15,1,13,16,,1
KERRY,DUBLIN,08/04/2007,"NFL, DIV 1 LEAGUE SA",WIN,1,12,15,2,7,13,,1
DERRY,LOUTH,08/04/2007,"NFL, DIV 1 LEAGUE SB",WIN,3,18,27,1,11,14,,1
DOWN,GALWAY,08/04/2007,"NFL, DIV 1 LEAGUE SB",LOSS,1,11,14,3,11,20,,1
LAOIS,KILDARE,08/04/2007,"NFL, DIV 1 LEAGUE SB",TIE,1,12,15,0,15,15,,1
MAYO,TYRONE,08/04/2007,"NFL, DIV 1 LEAGUE SA",WIN,4,7,19,1,11,14,,1
ANTRIM,TIPPERARY,08/04/2007,"NFL, DIV 2 LEAGUE SB",WIN,2,15,21,0,11,11,,2
LONDON,LEITRIM,08/04/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,10,10,0,13,13,,2
WATERFORD,CAVAN,08/04/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,11,14,3,12,21,,2
MEATH,WEXFORD,08/04/2007,"NFL, DIV 2 LEAGUE SB",LOSS,0,9,9,2,10,16,,2
WICKLOW,SLIGO,08/04/2007,"NFL, DIV 2 LEAGUE SB",LOSS,1,10,13,0,17,17,,2
KILDARE,DONEGAL,15/04/2007,"NFL, DIV 1 LEAGUE SEMI-FINAL",LOSS,1,11,14,1,13,16,CROKE PARK,1
MAYO,GALWAY,15/04/2007,"NFL, DIV 1 LEAGUE SEMI-FINAL",WIN,2,10,16,1,12,15,CROKE PARK,1
LONDON,CARLOW,15/04/2007,"NFL, DIV 2 LEAGUE SA",WIN,4,11,23,1,7,10,,2
CLARE,LONGFORD,15/04/2007,"NFL, DIV 2 LEAGUE SA",LOSS,0,10,10,2,10,16,,2
LEITRIM,MONAGHAN,15/04/2007,"NFL, DIV 2 LEAGUE SA",LOSS,2,10,16,1,14,17,,2
OFFALY,ROSCOMMON,15/04/2007,"NFL, DIV 2 LEAGUE SA",LOSS,1,16,19,4,11,23,,2
ROSCOMMON,CAVAN,21/04/2007,"NFL, DIV 2 LEAGUE SEMI-FINAL",WIN,2,13,19,0,14,14,CROKE PARK,2
MEATH,MONAGHAN,21/04/2007,"NFL, DIV 2 LEAGUE SEMI-FINAL",WIN,3,10,19,0,11,11,CROKE PARK,2
MAYO,DONEGAL,22/04/2007,"NFL, DIV 1 LEAGUE FINAL",LOSS,0,10,10,0,13,13,CROKE PARK,1
MEATH,ROSCOMMON,29/04/2007,"NFL, DIV 2 LEAGUE FINAL",WIN,2,12,18,0,10,10,KINGSPAN BREFFNI PARK,2
DONEGAL,KERRY,02/02/2008,"NFL, DIV 1 LEAGUE",WIN,1,8,11,1,7,10,,1
MAYO,DERRY,02/02/2008,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,2,9,15,,1
KILDARE,TYRONE,02/02/2008,"NFL, DIV 1 LEAGUE",TIE,1,4,7,0,7,7,,1
WESTMEATH,DUBLIN,02/02/2008,"NFL, DIV 2 LEAGUE",LOSS,1,5,8,1,7,10,,2
SLIGO,DOWN,02/02/2008,"NFL, DIV 3 LEAGUE",LOSS,2,5,11,1,12,15,,3
LAOIS,GALWAY,03/02/2008,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,0,15,15,,1
CAVAN,ARMAGH,03/02/2008,"NFL, DIV 2 LEAGUE",LOSS,1,10,13,0,14,14,,2
MONAGHAN,ROSCOMMON,03/02/2008,"NFL, DIV 2 LEAGUE",WIN,1,18,21,1,8,11,,2
LIMERICK,LOUTH,03/02/2008,"NFL, DIV 3 LEAGUE",WIN,1,10,13,0,9,9,,3
LONGFORD,WEXFORD,03/02/2008,"NFL, DIV 3 LEAGUE",LOSS,1,9,12,3,8,17,,3
CARLOW,CLARE,03/02/2008,"NFL, DIV 4 LEAGUE",WIN,1,12,15,0,10,10,,4
KILKENNY,TIPPERARY,03/02/2008,"NFL, DIV 4 LEAGUE",LOSS,1,5,8,4,20,32,,4
LONDON,OFFALY,03/02/2008,"NFL, DIV 4 LEAGUE",LOSS,1,6,9,5,16,31,,4
WICKLOW,ANTRIM,03/02/2008,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,1,13,16,,4
KILKENNY,ANTRIM,09/02/2008,"NFL, DIV 4 LEAGUE",LOSS,0,6,6,2,25,31,,4
CARLOW,OFFALY,09/02/2008,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,3,19,28,,4
CLARE,TIPPERARY,09/02/2008,"NFL, DIV 4 LEAGUE",LOSS,1,7,10,0,13,13,,4
WICKLOW,WATERFORD,09/02/2008,"NFL, DIV 4 LEAGUE",WIN,1,15,18,0,12,12,,4
TYRONE,KERRY,16/02/2008,"NFL, DIV 1 LEAGUE",LOSS,0,9,9,0,12,12,,1
LAOIS,DERRY,16/02/2008,"NFL, DIV 1 LEAGUE",LOSS,1,9,12,2,12,18,,1
MONAGHAN,CAVAN,16/02/2008,"NFL, DIV 2 LEAGUE",WIN,2,12,18,0,10,10,,2
CLARE,ANTRIM,16/02/2008,"NFL, DIV 4 LEAGUE",LOSS,0,3,3,1,13,16,,4
KILKENNY,WATERFORD,16/02/2008,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,2,9,15,,4
LONDON,CARLOW,16/02/2008,"NFL, DIV 4 LEAGUE",LOSS,1,9,12,3,10,19,,4
OFFALY,TIPPERARY,16/02/2008,"NFL, DIV 4 LEAGUE",WIN,1,11,14,1,7,10,,4
KILDARE,GALWAY,17/02/2008,"NFL, DIV 1 LEAGUE",LOSS,2,8,14,1,12,15,,1
MAYO,DONEGAL,17/02/2008,"NFL, DIV 1 LEAGUE",LOSS,0,16,16,2,11,17,,1
MEATH,ROSCOMMON,17/02/2008,"NFL, DIV 2 LEAGUE",TIE,0,15,15,1,12,15,,2
WESTMEATH,ARMAGH,17/02/2008,"NFL, DIV 2 LEAGUE",WIN,1,11,14,1,6,9,,2
LEITRIM,LONGFORD,17/02/2008,"NFL, DIV 3 LEAGUE",LOSS,0,6,6,2,10,16,,3
DOWN,LOUTH,17/02/2008,"NFL, DIV 3 LEAGUE",WIN,1,14,17,2,10,16,,3
SLIGO,WEXFORD,17/02/2008,"NFL, DIV 3 LEAGUE",LOSS,0,13,13,0,14,14,,3
LAOIS,MAYO,01/03/2008,"NFL, DIV 1 LEAGUE",TIE,1,13,16,1,13,16,,1
CAVAN,DUBLIN,01/03/2008,"NFL, DIV 2 LEAGUE",LOSS,0,7,7,1,9,12,,2
ROSCOMMON,CORK,01/03/2008,"NFL, DIV 2 LEAGUE",LOSS,0,15,15,1,14,17,,2
OFFALY,ANTRIM,01/03/2008,"NFL, DIV 4 LEAGUE",TIE,1,10,13,0,13,13,,4
GALWAY,TYRONE,02/03/2008,"NFL, DIV 1 LEAGUE",WIN,1,14,17,2,9,15,,1
KILDARE,DONEGAL,02/03/2008,"NFL, DIV 1 LEAGUE",WIN,0,12,12,0,11,11,,1
DERRY,KERRY,02/03/2008,"NFL, DIV 1 LEAGUE",LOSS,0,9,9,0,10,10,,1
MONAGHAN,ARMAGH,02/03/2008,"NFL, DIV 2 LEAGUE",WIN,1,11,14,1,10,13,,2
WESTMEATH,MEATH,02/03/2008,"NFL, DIV 2 LEAGUE",WIN,1,10,13,0,8,8,,2
FERMANAGH,LONGFORD,02/03/2008,"NFL, DIV 3 LEAGUE",WIN,2,10,16,1,10,13,,3
LEITRIM,LOUTH,02/03/2008,"NFL, DIV 3 LEAGUE",LOSS,2,8,14,2,17,23,,3
LIMERICK,SLIGO,02/03/2008,"NFL, DIV 3 LEAGUE",LOSS,1,10,13,0,14,14,,3
DOWN,WEXFORD,02/03/2008,"NFL, DIV 3 LEAGUE",LOSS,0,9,9,2,8,14,,3
LONDON,TIPPERARY,02/03/2008,"NFL, DIV 4 LEAGUE",LOSS,0,4,4,1,23,26,,4
WATERFORD,CLARE,02/03/2008,"NFL, DIV 4 LEAGUE",WIN,1,13,16,0,10,10,,4
WICKLOW,KILKENNY,02/03/2008,"NFL, DIV 4 LEAGUE",WIN,2,34,40,0,5,5,,4
FERMANAGH,LEITRIM,09/03/2008,"NFL, DIV 3 LEAGUE",WIN,3,10,19,2,9,15,,3
GALWAY,DONEGAL,15/03/2008,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,1,12,15,,1
KILDARE,DERRY,15/03/2008,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,1,16,19,,1
LAOIS,TYRONE,15/03/2008,"NFL, DIV 1 LEAGUE",LOSS,0,14,14,0,16,16,,1
WESTMEATH,CORK,15/03/2008,"NFL, DIV 2 LEAGUE",LOSS,0,9,9,0,11,11,,2
DOWN,LONGFORD,15/03/2008,"NFL, DIV 3 LEAGUE",WIN,0,19,19,0,16,16,,3
CARLOW,ANTRIM,15/03/2008,"NFL, DIV 4 LEAGUE",LOSS,0,7,7,0,13,13,,4
LONDON,WATERFORD,15/03/2008,"NFL, DIV 4 LEAGUE",LOSS,0,3,3,1,12,15,,4
MAYO,KERRY,16/03/2008,"NFL, DIV 1 LEAGUE",WIN,0,16,16,1,12,15,,1
ROSCOMMON,ARMAGH,16/03/2008,"NFL, DIV 2 LEAGUE",LOSS,0,8,8,4,20,32,,2
MEATH,CAVAN,16/03/2008,"NFL, DIV 2 LEAGUE",WIN,0,15,15,0,13,13,,2
FERMANAGH,LOUTH,16/03/2008,"NFL, DIV 3 LEAGUE",WIN,0,11,11,0,10,10,,3
LEITRIM,SLIGO,16/03/2008,"NFL, DIV 3 LEAGUE",WIN,1,12,15,0,6,6,,3
LIMERICK,WEXFORD,16/03/2008,"NFL, DIV 3 LEAGUE",TIE,1,12,15,1,12,15,,3
KILKENNY,CLARE,16/03/2008,"NFL, DIV 4 LEAGUE",LOSS,1,4,7,4,19,31,,4
WICKLOW,OFFALY,16/03/2008,"NFL, DIV 4 LEAGUE",LOSS,1,6,9,3,15,24,,4
FERMANAGH,LIMERICK,22/03/2008,"NFL, DIV 3 LEAGUE",WIN,0,14,14,1,7,10,,3
MONAGHAN,DUBLIN,23/03/2008,"NFL, DIV 2 LEAGUE",TIE,0,13,13,1,10,13,,2
LAOIS,KERRY,29/03/2008,"NFL, DIV 1 LEAGUE",LOSS,0,12,12,0,16,16,,1
CAVAN,CORK,29/03/2008,"NFL, DIV 2 LEAGUE",WIN,0,13,13,0,12,12,,2
DERRY,GALWAY,30/03/2008,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,3,9,18,,1
KILDARE,MAYO,30/03/2008,"NFL, DIV 1 LEAGUE",LOSS,2,8,14,2,14,20,,1
DONEGAL,TYRONE,30/03/2008,"NFL, DIV 1 LEAGUE",LOSS,0,9,9,0,11,11,,1
MEATH,MONAGHAN,30/03/2008,"NFL, DIV 2 LEAGUE",LOSS,0,10,10,1,12,15,,2
WESTMEATH,ROSCOMMON,30/03/2008,"NFL, DIV 2 LEAGUE",WIN,1,14,17,0,6,6,,2
LONGFORD,LOUTH,30/03/2008,"NFL, DIV 3 LEAGUE",LOSS,0,14,14,2,21,27,,3
FERMANAGH,SLIGO,30/03/2008,"NFL, DIV 3 LEAGUE",WIN,0,17,17,0,14,14,,3
LEITRIM,WEXFORD,30/03/2008,"NFL, DIV 3 LEAGUE",LOSS,0,7,7,1,10,13,,3
CARLOW,TIPPERARY,30/03/2008,"NFL, DIV 4 LEAGUE",WIN,1,10,13,1,9,12,,4
WICKLOW,CLARE,30/03/2008,"NFL, DIV 4 LEAGUE",LOSS,0,8,8,0,11,11,,4
LONDON,ANTRIM,30/03/2008,"NFL, DIV 4 LEAGUE",LOSS,0,5,5,3,19,28,,4
WATERFORD,OFFALY,30/03/2008,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,0,13,13,,4
DERRY,TYRONE,05/04/2008,"NFL, DIV 1 LEAGUE",WIN,0,14,14,0,10,10,,1
KILDARE,KERRY,05/04/2008,"NFL, DIV 1 LEAGUE",LOSS,0,8,8,0,9,9,,1
MONAGHAN,CORK,05/04/2008,"NFL, DIV 2 LEAGUE",LOSS,0,10,10,0,12,12,,2
ROSCOMMON,DUBLIN,05/04/2008,"NFL, DIV 2 LEAGUE",LOSS,0,7,7,3,20,29,,2
MEATH,ARMAGH,05/04/2008,"NFL, DIV 2 LEAGUE",WIN,3,7,16,1,6,9,,2
LAOIS,DONEGAL,06/04/2008,"NFL, DIV 1 LEAGUE",LOSS,2,8,14,1,14,17,,1
MAYO,GALWAY,06/04/2008,"NFL, DIV 1 LEAGUE",LOSS,1,11,14,2,9,15,,1
WESTMEATH,CAVAN,06/04/2008,"NFL, DIV 2 LEAGUE",WIN,0,10,10,0,6,6,,2
FERMANAGH,WEXFORD,06/04/2008,"NFL, DIV 3 LEAGUE",TIE,2,6,12,0,12,12,,3
LIMERICK,LONGFORD,06/04/2008,"NFL, DIV 3 LEAGUE",LOSS,2,6,12,3,5,14,,3
LEITRIM,DOWN,06/04/2008,"NFL, DIV 3 LEAGUE",WIN,2,7,13,1,9,12,,3
SLIGO,LOUTH,06/04/2008,"NFL, DIV 3 LEAGUE",LOSS,0,12,12,2,7,13,,3
CARLOW,WATERFORD,06/04/2008,"NFL, DIV 4 LEAGUE",LOSS,0,11,11,1,15,18,,4
LONDON,WICKLOW,06/04/2008,"NFL, DIV 4 LEAGUE",LOSS,0,6,6,4,9,21,,4
KILKENNY,OFFALY,06/04/2008,"NFL, DIV 4 LEAGUE",LOSS,1,6,9,4,22,34,,4
ANTRIM,TIPPERARY,06/04/2008,"NFL, DIV 4 LEAGUE",LOSS,0,7,7,0,10,10,,4
DERRY,DONEGAL,13/04/2008,"NFL, DIV 1 LEAGUE",WIN,0,15,15,0,10,10,,1
GALWAY,KERRY,13/04/2008,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,0,15,15,,1
LAOIS,KILDARE,13/04/2008,"NFL, DIV 1 LEAGUE",TIE,0,13,13,1,10,13,,1
MAYO,TYRONE,13/04/2008,"NFL, DIV 1 LEAGUE",LOSS,0,13,13,0,15,15,,1
ARMAGH,DUBLIN,13/04/2008,"NFL, DIV 2 LEAGUE",WIN,3,13,22,1,10,13,,2
LIMERICK,DOWN,13/04/2008,"NFL, DIV 3 LEAGUE",LOSS,1,15,18,4,13,25,,3
OFFALY,CLARE,13/04/2008,"NFL, DIV 4 LEAGUE",LOSS,1,8,11,1,9,12,,4
LONDON,KILKENNY,13/04/2008,"NFL, DIV 4 LEAGUE",LOSS,0,15,15,2,13,19,,4
WATERFORD,TIPPERARY,13/04/2008,"NFL, DIV 4 LEAGUE",LOSS,1,10,13,2,8,14,,4
WICKLOW,CARLOW,13/04/2008,"NFL, DIV 4 LEAGUE",WIN,1,15,18,1,6,9,,4
CARLOW,KILKENNY,19/04/2008,"NFL, DIV 4 LEAGUE",WIN,2,15,21,3,4,13,,4
ARMAGH,CORK,20/04/2008,"NFL, DIV 2 LEAGUE",TIE,0,13,13,1,10,13,,2
MEATH,DUBLIN,20/04/2008,"NFL, DIV 2 LEAGUE",LOSS,2,6,12,0,13,13,,2
WESTMEATH,MONAGHAN,20/04/2008,"NFL, DIV 2 LEAGUE",WIN,1,10,13,0,11,11,,2
ROSCOMMON,CAVAN,20/04/2008,"NFL, DIV 2 LEAGUE",WIN,2,13,19,1,15,18,,2
FERMANAGH,DOWN,20/04/2008,"NFL, DIV 3 LEAGUE",WIN,1,12,15,0,13,13,,3
LEITRIM,LIMERICK,20/04/2008,"NFL, DIV 3 LEAGUE",LOSS,0,11,11,1,9,12,,3
SLIGO,LONGFORD,20/04/2008,"NFL, DIV 3 LEAGUE",LOSS,0,14,14,1,14,17,,3
WEXFORD,LOUTH,20/04/2008,"NFL, DIV 3 LEAGUE",WIN,2,16,22,0,15,15,,3
WATERFORD,ANTRIM,20/04/2008,"NFL, DIV 4 LEAGUE",WIN,1,8,11,0,8,8,,4
LONDON,CLARE,20/04/2008,"NFL, DIV 4 LEAGUE",LOSS,1,12,15,2,13,19,,4
WICKLOW,TIPPERARY,20/04/2008,"NFL, DIV 4 LEAGUE",LOSS,0,10,10,0,12,12,,4
WESTMEATH,DUBLIN,26/04/2008,"NFL, DIV 2 LEAGUE FINAL",WIN,0,15,15,0,10,10,PAIRC TAILTEAN,2
DERRY,KERRY,27/04/2008,"NFL, DIV 1 LEAGUE FINAL",WIN,2,13,19,2,9,15,PARNELL PARK,1
FERMANAGH,WEXFORD,27/04/2008,"NFL, DIV 3 LEAGUE FINAL",LOSS,0,20,20,3,15,24,PARNELL PARK,3
OFFALY,TIPPERARY,27/04/2008,"NFL, DIV 4 LEAGUE FINAL",WIN,2,13,19,0,12,12,O'MOORE PARK,4
TYRONE,DUBLIN,31/01/2009,"NFL, DIV 1 LEAGUE",WIN,1,18,21,1,16,19,,1
MAYO,DERRY,01/02/2009,"NFL, DIV 1 LEAGUE",LOSS,0,10,10,1,9,12,,1
